"SiteId"	"SampId"	"MonitoringProgram"	"Day"	"Month"	"Year"	"Station.nb."	"Watercourse"	"Locality"	"Canton"	"X"	"Y"	"Altitude"	"Sampling.window"	"IBCH.index"	"SPEAR.index"	"Latitude"	"Longitude"	"Occurrence.Erpobdellidae"	"Occurrence.Haemopidae"	"Occurrence.Hirudinidae"	"Occurrence.Glossiphoniidae"	"Occurrence.Piscicolidae"	"Occurrence.Haplotaxidae"	"Occurrence.Lumbriculidae"	"Occurrence.Lumbricidae"	"Occurrence.Naididae"	"Occurrence.Tubificidae"	"Occurrence.Prostigmata"	"Occurrence.Branchiopoda"	"Occurrence.Collembola"	"Occurrence.Chrysomelidae"	"Occurrence.Curculionidae"	"Occurrence.Dryopidae"	"Occurrence.Dytiscidae"	"Occurrence.Elmidae"	"Occurrence.Gyrinidae"	"Occurrence.Haliplidae"	"Occurrence.Hydraenidae"	"Occurrence.Hydrophilidae"	"Occurrence.Hydroscaphidae"	"Occurrence.Hygrobiidae"	"Occurrence.Psephenidae"	"Occurrence.Scirtidae"	"Occurrence.Staphylinidae"	"Occurrence.Anthomyiidae"	"Occurrence.Athericidae"	"Occurrence.Blephariceridae"	"Occurrence.Ceratopogonidae"	"Occurrence.Chaoboridae"	"Occurrence.Chironomidae"	"Occurrence.Culicidae"	"Occurrence.Cylindrotomidae"	"Occurrence.Dixidae"	"Occurrence.Dolichopodidae"	"Occurrence.Empididae"	"Occurrence.Ephydridae"	"Occurrence.Limoniidae"	"Occurrence.Muscidae"	"Occurrence.Pediciidae"	"Occurrence.Psychodidae"	"Occurrence.Ptychopteridae"	"Occurrence.Rhagionidae"	"Occurrence.Scathophagidae"	"Occurrence.Sciomyzidae"	"Occurrence.Simuliidae"	"Occurrence.Stratiomyidae"	"Occurrence.Syrphidae"	"Occurrence.Tabanidae"	"Occurrence.Thaumaleidae"	"Occurrence.Tipulidae"	"Occurrence.Ameletidae"	"Occurrence.Baetidae"	"Occurrence.Caenidae"	"Occurrence.Ephemerellidae"	"Occurrence.Ephemeridae"	"Occurrence.Heptageniidae"	"Occurrence.Leptophlebiidae"	"Occurrence.Potamanthidae"	"Occurrence.Siphlonuridae"	"Occurrence.Hymenoptera"	"Occurrence.Pyralidae"	"Occurrence.Sialidae"	"Occurrence.Osmylidae"	"Occurrence.Sisyridae"	"Occurrence.Aeshnidae"	"Occurrence.Calopterygidae"	"Occurrence.Coenagrionidae"	"Occurrence.Cordulegastridae"	"Occurrence.Corduliidae"	"Occurrence.Gomphidae"	"Occurrence.Lestidae"	"Occurrence.Libellulidae"	"Occurrence.Platycnemididae"	"Occurrence.Capniidae"	"Occurrence.Chloroperlidae"	"Occurrence.Leuctridae"	"Occurrence.Nemouridae"	"Occurrence.Perlidae"	"Occurrence.Perlodidae"	"Occurrence.Taeniopterygidae"	"Occurrence.Beraeidae"	"Occurrence.Brachycentridae"	"Occurrence.Ecnomidae"	"Occurrence.Glossosomatidae"	"Occurrence.Goeridae"	"Occurrence.Helicopsychidae"	"Occurrence.Hydropsychidae"	"Occurrence.Hydroptilidae"	"Occurrence.Lepidostomatidae"	"Occurrence.Leptoceridae"	"Occurrence.Limnephilidae"	"Occurrence.Molannidae"	"Occurrence.Odontoceridae"	"Occurrence.Philopotamidae"	"Occurrence.Phryganeidae"	"Occurrence.Polycentropodidae"	"Occurrence.Psychomyiidae"	"Occurrence.Ptilocolepidae"	"Occurrence.Rhyacophilidae"	"Occurrence.Sericostomatidae"	"Occurrence.Corophiidae"	"Occurrence.Gammaridae"	"Occurrence.Niphargidae"	"Occurrence.Astacidae"	"Occurrence.Cambaridae"	"Occurrence.Asellidae"	"Occurrence.Mysidae"	"Occurrence.Bryozoa"	"Occurrence.Cnidaria"	"Occurrence.Unionidae"	"Occurrence.Corbiculidae"	"Occurrence.Dreissenidae"	"Occurrence.Sphaeriidae"	"Occurrence.Valvatidae"	"Occurrence.Bithyniidae"	"Occurrence.Hydrobiidae"	"Occurrence.Neritidae"	"Occurrence.Acroloxidae"	"Occurrence.Lymnaeidae"	"Occurrence.Physidae"	"Occurrence.Planorbidae"	"Occurrence.Nematoda"	"Occurrence.Dendrocoelidae"	"Occurrence.Dugesiidae"	"Occurrence.Planariidae"	"Occurrence.group.Hemiptera"	"Occurrence.group.Lepidoptera"	"Occurrence.group.Nematomorpha"	"Occurrence.group.Porifera"
"CSCF_71_VD"	"CSCF_71_VD_2014-03-04"	"Other programs"	4	3	2014	"71_VD"	"Arnon"	"L'Arnon, Le Moulin"	"Vaud"	535900	186415	490	1	16	47.5	46.825794281634998	6.59855781957289	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"CSCF_72_VD"	"CSCF_72_VD_2014-03-04"	"Other programs"	4	3	2014	"72_VD"	"Arnon"	"L'Arnon, Péroset"	"Vaud"	537860	185910	470	1	17	43.700000000000003	46.821437688519602	6.6243119302600997	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
"CSCF_60_VD"	"CSCF_60_VD_2014-03-06"	"Other programs"	6	3	2014	"60_VD"	"Nozon"	"Le Nozon, amont Hôpital St Loup"	"Vaud"	528330	169050	500	1	15	43	46.668827441071201	6.5020722333147098	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"CSCF_74_VD"	"CSCF_74_VD_2014-03-04"	"Other programs"	4	3	2014	"74_VD"	"Arnon"	"L'Arnon, amont Lac"	"Vaud"	542085	186400	430	1	16	31	46.8262261316221	6.6796135712471196	1	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
"CSCF_53_VD"	"CSCF_53_VD_2014-03-06"	"Other programs"	6	3	2014	"53_VD"	"Veyron"	"Le Veyron, Chavannes-le-Veyron"	"Vaud"	524180	161870	580	1	18	49.100000000000001	46.6037861768299	6.4490299589084898	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0
"CSCF_43_VD"	"CSCF_43_VD_2014-03-10"	"Other programs"	10	3	2014	"43_VD"	"Venoge"	"La Venoge, La Sarraz"	"Vaud"	528730	167350	460	1	16	33.299999999999997	46.6535789322215	6.5075624168247401	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"CSCF_75_VD"	"CSCF_75_VD_2014-03-04"	"Other programs"	4	3	2014	"75_VD"	"Baumine"	"La Baumine, amont Vuiteboeuf"	"Vaud"	531675	184140	590	1	15	27.899999999999999	46.804910909655597	6.5435306844764698	1	0	0	1	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
"CSCF_44_VD"	"CSCF_44_VD_2014-03-10"	"Other programs"	10	3	2014	"44_VD"	"Venoge"	"La Venoge, Eclépens aval"	"Vaud"	530750	166600	450	1	17	38.899999999999999	46.647045234566498	6.5340623596645502	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"CSCF_41_VD"	"CSCF_41_VD_2014-03-10"	"Other programs"	10	3	2014	"41_VD"	"Venoge"	"La Venoge, Moiry"	"Vaud"	524700	166045	580	1	14	34.600000000000001	46.641398455627801	6.4551333553137198	1	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"CSCF_61_VD"	"CSCF_61_VD_2014-03-06"	"Other programs"	6	3	2014	"61_VD"	"Nozon"	"Le Nozon, amont Orny"	"Vaud"	529735	168670	470	1	16	44.899999999999999	46.665558714225902	6.5204888122231299	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"CSCF_317_VD"	"CSCF_317_VD_2014-03-05"	"Other programs"	5	3	2014	"317_VD"	"L'Irence"	"L'Irence, amont Boiron"	"Vaud"	523000	150455	441	1	8	26.800000000000001	46.500975036347498	6.43553469325576	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"CSCF_70_VD"	"CSCF_70_VD_2014-03-04"	"Other programs"	4	3	2014	"70_VD"	"Arnon"	"L'Arnon, aval La Mothe"	"Vaud"	533720	185840	520	1	16	45.899999999999999	46.820408792147099	6.5700729439726597	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"CSCF_25_VD"	"CSCF_25_VD_2013-03-26"	"Other programs"	26	3	2013	"25_VD"	"Toleure"	"Le Toleure, Marais Girard"	"Vaud"	515970	152545	620	2	17	53.600000000000001	46.5189288799968	6.3435843176853002	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
"CSCF_26_VD"	"CSCF_26_VD_2013-03-26"	"Other programs"	26	3	2013	"26_VD"	"Toleure"	"Le Toleure, Bois Guyot"	"Vaud"	517015	152520	570	1	17	51.700000000000003	46.518834355034798	6.3572051693052396	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
"CSCF_42_VD"	"CSCF_42_VD_2014-03-10"	"Other programs"	10	3	2014	"42_VD"	"Venoge"	"La Venoge, Ferreyres"	"Vaud"	527510	167560	510	1	14	35.100000000000001	46.655336551397198	6.4915927071625701	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"CSCF_650_VD"	"CSCF_650_VD_2014-03-26"	"Other programs"	26	3	2014	"650_VD"	"Bioleyre"	"La Bioleyre, Aval Etrabloz"	"Vaud"	561611	182248	492	1	10	31.699999999999999	46.790290283616898	6.9358577178323504	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"CSCF_65_VD"	"CSCF_65_VD_2014-04-01"	"Other programs"	1	4	2014	"65_VD"	"Orbe"	"L'Orbe, sources Vallorbe"	"Vaud"	516445	172700	750	1	17	50.600000000000001	46.700276329339502	6.3461167369577502	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"CSCF_645_VD"	"CSCF_645_VD_2014-03-12"	"Other programs"	12	3	2014	"645_VD"	"Venoge"	"La Venoge, Aval route du Lac"	"Vaud"	531155	151740	370	1	10	21.800000000000001	46.513421574934398	6.5415710942637197	1	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"CSCF_644_VD"	"CSCF_644_VD_2014-04-01"	"Other programs"	1	4	2014	"644_VD"	"Arnon"	"L'Arnon, Amont STEP ST Croix"	"Vaud"	529939	185454	908	1	14	66.599999999999994	46.816549688587997	6.5205884920813499	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"CSCF_209_VD"	"CSCF_209_VD_2014-03-27"	"Other programs"	27	3	2014	"209_VD"	"Senoge"	"La Senoge, Vuillerens amont STEP"	"Vaud"	527500	157900	470	1	9	22.100000000000001	46.568444656312899	6.4929829027254602	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
"CSCF_56_VD"	"CSCF_56_VD_2014-04-01"	"Other programs"	1	4	2014	"56_VD"	"Nozon"	"Le Nozon, Vaulion"	"Vaud"	520190	171535	920	1	17	52.100000000000001	46.690255931858303	6.3952809788767198	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"CSCF_649_VD"	"CSCF_649_VD_2014-03-26"	"Other programs"	26	3	2014	"649_VD"	"Bioleyre"	"La Bioleyre, Aval pollution Etrabloz"	"Vaud"	561476	182208	490	1	7	20.699999999999999	46.789922681715701	6.9340930436311803	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_49_VD"	"CSCF_49_VD_2014-03-12"	"Other programs"	12	3	2014	"49_VD"	"Venoge"	"La Venoge, Moulin du Choc"	"Vaud"	530240	157130	390	1	16	28.100000000000001	46.561809885924703	6.5288352616700598	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
"CSCF_642_VD"	"CSCF_642_VD_2014-03-27"	"Other programs"	27	3	2014	"642_VD"	"La Thièle"	"La Thièle, Aval Pont d'Ependes"	"Vaud"	535254	178080	435	1	13	29.899999999999999	46.750759350469501	6.59127167228106	1	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
"CSCF_643_VD"	"CSCF_643_VD_2014-04-01"	"Other programs"	1	4	2014	"643_VD"	"Arnon"	"L'Arnon, Aval STEP ST Croix"	"Vaud"	530399	185479	899	1	14	36.899999999999999	46.816822799924402	6.5266117823208196	1	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"CSCF_57_VD"	"CSCF_57_VD_2014-04-01"	"Other programs"	1	4	2014	"57_VD"	"Nozon"	"Le Nozon, amont La Scie"	"Vaud"	521375	172182	900	1	18	40.700000000000003	46.696216181144401	6.4106598945512303	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
"CSCF_218_VD"	"CSCF_218_VD_2014-03-27"	"Other programs"	27	3	2014	"218_VD"	"Orbe"	"L'Orbe, Le Puisoir"	"Vaud"	530300	175615	440	1	15	28.899999999999999	46.728087491422798	6.5268164962937796	1	0	0	1	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0
"CSCF_211_VD"	"CSCF_211_VD_2014-03-11"	"Other programs"	11	3	2014	"211_VD"	"Senoge"	"La Senoge, amont Venoge"	"Vaud"	530135	158880	410	1	14	21.899999999999999	46.577540140067903	6.5272009080353	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"CSCF_50_VD"	"CSCF_50_VD_2014-03-12"	"Other programs"	12	3	2014	"50_VD"	"Venoge"	"La Venoge, Bussigny amont STEP"	"Vaud"	531710	155175	385	1	13	25.899999999999999	46.544376307853803	6.5482944321160197	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
"CSCF_51_VD"	"CSCF_51_VD_2014-03-12"	"Other programs"	12	3	2014	"51_VD"	"Venoge"	"La Venoge, Denges"	"Vaud"	531505	152915	380	1	10	21.800000000000001	46.524026619890599	6.5459571152851002	1	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0
