"aIdstao"	"aIdbeob"	"Jahr"	"natural_artifical_surfaces"	"mobile_blocks"	"coarse_inorganic_sediments"	"gravel"	"sand_silt"	"fine_sediments"	"coarse_organic_matter"	"moss"	"hydrophytes"	"helophytes"	"algae_clay"	"error"	"v_150"	"v_25_75"	"v_5"	"v_5_25"	"v_75_150"	"flow error"	"MonitoringProgram"
566155	5661551	2014	0.125	0.25	0.125	0.125	0	0.125	0.125	0.125	0	0	0	NA	0	0.125	0.75	0.125	0	"0"	"BDM"
560171	5601711	2014	0	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0.125	0	NA	0.5	0.375	0.125	0	0	"0"	"BDM"
566195	5661951	2014	0.125	0.25	0.25	0.125	0	0.125	0.125	0	0	0	0	NA	0	0.625	0.375	0	0	"0"	"BDM"
572099	5720991	2014	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	NA	0.125	0.25	0.5	0.125	0	"0"	"BDM"
572139	5721391	2014	0	0.25	0.25	0.25	0	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
572179	5721791	2014	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.25	0.625	0.125	0	"0"	"BDM"
578163	5781631	2014	0	0.25	0.25	0.25	0.125	0	0	0.125	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
578203	5782031	2014	0	0	0.25	0.125	0	0.25	0.125	0	0.25	0	0	NA	0	1	0	0	0	"0"	"BDM"
578243	5782431	2014	0	0.25	0.25	0.25	0	0	0	0.25	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
584107	5841071	2014	0.125	0	0.125	0.125	0.125	0.125	0.25	0.125	0	0	0	NA	0	0.5	0.375	0.125	0	"0"	"BDM"
584147	5841471	2014	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
590131	5901311	2014	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
590171	5901711	2014	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0.125	0.375	0.375	0.125	0	"0"	"BDM"
590211	5902111	2014	0.375	0	0.375	0.25	0	0	0	0	0	0	0	NA	0.375	0.375	0.25	0	0	"0"	"BDM"
596195	5961951	2014	0	0	0.375	0.25	0.125	0	0.25	0	0	0	0	NA	0.25	0.375	0.25	0.125	0	"0"	"BDM"
596235	5962351	2014	0	0.375	0.25	0.25	0	0	0.125	0	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
602099	6020991	2014	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
602179	6021791	2014	0	0.25	0.25	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.25	0.625	0.125	0	0	"0"	"BDM"
602219	6022191	2014	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	NA	0	0	1	0	0	"0"	"BDM"
608163	6081631	2014	0	0.25	0.25	0.25	0.125	0	0.125	0	0	0	0	NA	0.375	0.5	0.125	0	0	"0"	"BDM"
608203	6082031	2014	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0.5	0.5	0	0	0	"0"	"BDM"
608243	6082431	2014	0	0.375	0.5	0	0	0	0.125	0	0	0	0	NA	0.625	0.375	0	0	0	"0"	"BDM"
614107	6141071	2014	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0	0.25	0.25	0.5	0	"0"	"BDM"
614187	6141871	2014	1	0	0	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
620211	6202111	2014	0.25	0.25	0.25	0.125	0	0	0	0	0	0	0.125	NA	0	0.5	0.5	0	0	"0"	"BDM"
620251	6202511	2014	0.125	0.375	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
626115	6261151	2014	0	0.25	0.25	0.125	0.125	0	0	0.25	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
626195	6261951	2014	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0.375	0.375	0.25	0	0	"0"	"BDM"
626235	6262351	2014	0.125	0.125	0.125	0.125	0	0.125	0.125	0.125	0.125	0	0	NA	0	0	1	0	0	"0"	"BDM"
632179	6321791	2014	0	0.375	0.375	0.25	0	0	0	0	0	0	0	NA	0.125	0.375	0.25	0.25	0	"0"	"BDM"
638123	6381231	2014	0	0.25	0.25	0.125	0.125	0	0.25	0	0	0	0	NA	0.125	0.375	0.375	0.125	0	"0"	"BDM"
638203	6382031	2014	0	0.25	0.375	0.125	0.125	0	0.125	0	0	0	0	NA	0.25	0.25	0.5	0	0	"0"	"BDM"
644187	6441871	2014	0	0.375	0.125	0	0	0.125	0.125	0.25	0	0	0	NA	0.375	0.375	0.25	0	0	"0"	"BDM"
650171	6501711	2014	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
650211	6502111	2014	0.125	0.25	0.375	0.125	0	0	0	0.125	0	0	0	NA	0.5	0.375	0.125	0	0	"0"	"BDM"
650251	6502511	2014	0	0	0.25	0.125	0.125	0	0.25	0	0.25	0	0	NA	0.125	0.25	0.375	0.25	0	"0"	"BDM"
656195	6561951	2014	0	0.25	0.375	0.125	0	0	0.125	0.125	0	0	0	NA	0.375	0.375	0.25	0	0	"0"	"BDM"
662139	6621391	2014	0	0.375	0.375	0.25	0	0	0	0	0	0	0	NA	0	0	1	0	0	"0"	"BDM"
662179	6621791	2014	0.125	0.25	0.375	0.125	0	0.125	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
662219	6622191	2014	0.125	0.25	0.375	0.125	0	0.125	0	0	0	0	0	NA	0.625	0.375	0	0	0	"0"	"BDM"
662227	6622271	2014	0	0.125	0.375	0.125	0	0	0.125	0.25	0	0	0	NA	0.625	0.375	0	0	0	"0"	"BDM"
662259	6622591	2014	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.125	0.875	0	0	"0"	"BDM"
668163	6681631	2014	0.25	0.375	0.25	0	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
668203	6682031	2014	0	0	0	0.25	0.125	0.125	0	0	0	0.5	0	NA	0.375	0.125	0.5	0	0	"0"	"BDM"
674147	6741471	2014	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
680131	6801311	2014	0.25	0.25	0.25	0	0	0	0.25	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
680171	6801711	2014	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
680195	6801951	2014	0.25	0.25	0.25	0.125	0.125	0	0	0	0	0	0	NA	0.125	0.375	0.375	0.125	0	"0"	"BDM"
680211	6802111	2014	0	0.25	0.5	0.25	0	0	0	0	0	0	0	NA	0.375	0.375	0.25	0	0	"0"	"BDM"
680219	6802191	2014	0	0	0.25	0.25	0.125	0.125	0.25	0	0	0	0	NA	0.625	0.375	0	0	0	"0"	"BDM"
680251	6802511	2014	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0.5	0.375	0.125	0	0	"0"	"BDM"
680291	6802911	2014	0	0.125	0.25	0.125	0.125	0.125	0.25	0	0	0	0	NA	0	0.5	0.375	0.125	0	"0"	"BDM"
686155	6861551	2014	0.125	0.25	0.25	0	0.125	0	0.25	0	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
692179	6921791	2014	0.125	0.25	0.125	0	0	0	0.25	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
692219	6922191	2014	0.125	0.25	0.375	0.25	0	0	0	0	0	0	0	NA	0.375	0.375	0.25	0	0	"0"	"BDM"
692227	6922271	2014	0	0	0.25	0.125	0.125	0.125	0.25	0	0	0	0.125	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
692259	6922591	2014	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.25	0.25	0.5	0	0	"0"	"BDM"
698203	6982031	2014	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0.125	0.25	0.375	0.25	0	"0"	"BDM"
698283	6982831	2014	0.125	0	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0.125	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
704107	7041071	2014	0.125	0.375	0.25	0	0	0	0.25	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
704147	7041471	2014	0.25	0.25	0.25	0	0	0	0.25	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
704267	7042671	2014	0.125	0	0.25	0.125	0.125	0.125	0.125	0	0	0	0.125	NA	0.25	0.75	0	0	0	"0"	"BDM"
710171	7101711	2014	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0.125	0	0.625	0.25	0	"0"	"BDM"
710211	7102111	2014	0	0.25	0.25	0.125	0	0.125	0	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
710251	7102511	2014	0.125	0	0.375	0.125	0	0	0.125	0.25	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
716115	7161151	2014	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
716155	7161551	2014	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
716235	7162351	2014	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
716275	7162751	2014	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
722179	7221791	2014	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
722219	7222191	2014	0	0.25	0.25	0.25	0	0	0.25	0	0	0	0	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
722259	7222591	2014	0	0	0	0.25	0.125	0.125	0.25	0	0	0.25	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
728203	7282031	2014	0.25	0.375	0.125	0.125	0	0	0.125	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
728227	7282271	2014	0.125	0.125	0.25	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0	0.875	0.125	0	"0"	"BDM"
728243	7282431	2014	0.125	0.25	0.25	0	0.125	0	0	0.25	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
734147	7341471	2014	0.125	0.25	0.125	0.125	0	0	0.125	0.25	0	0	0	NA	0.125	0.125	0.625	0.125	0	"0"	"BDM"
734187	7341871	2014	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
734227	7342271	2014	0.125	0.25	0.25	0	0.125	0	0.25	0	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
734267	7342671	2014	0	0	0	0	0.125	0.125	0.25	0	0.125	0.25	0.125	NA	0.25	0.75	0	0	0	"0"	"BDM"
740131	7401311	2014	0.375	0.375	0.25	0	0	0	0	0	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
746155	7461551	2014	0.25	0.25	0.25	0	0	0	0	0	0	0.25	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
752179	7521791	2014	0.125	0.25	0.125	0	0.125	0	0.125	0.25	0	0	0	NA	0	0	1	0	0	"0"	"BDM"
752219	7522191	2014	0.125	0.25	0.25	0	0.25	0	0	0	0	0	0.125	NA	0.125	0.125	0.25	0.5	0	"0"	"BDM"
752259	7522591	2014	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0.375	0.125	0.5	0	0	"0"	"BDM"
758163	7581631	2014	0.25	0.375	0.25	0.125	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
758203	7582031	2014	0	0	0.625	0.125	0.25	0	0	0	0	0	0	NA	0.25	0	0.75	0	0	"0"	"BDM"
758243	7582431	2014	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
770171	7701711	2014	0	0.25	0.25	0.25	0.25	0	0	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
770211	7702111	2014	0.125	0.25	0.125	0	0.125	0	0	0.25	0	0	0.125	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
776155	7761551	2014	0.25	0.375	0.25	0.125	0	0	0	0	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
776195	7761951	2014	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
782179	7821791	2014	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
794147	7941471	2014	0.25	0.25	0.25	0	0	0	0.25	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
794187	7941871	2014	0	0.25	0.25	0.25	0.25	0	0	0	0	0	0	NA	0	0.125	0.25	0.375	0.25	"0"	"BDM"
800131	8001311	2014	0.25	0.25	0.25	0.125	0.125	0	0	0	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
800171	8001711	2014	0.125	0.25	0.25	0.125	0.125	0.125	0	0	0	0	0	NA	0.25	0	0.5	0.25	0	"0"	"BDM"
806179	8061791	2014	0.125	0.25	0.375	0	0	0	0	0.25	0	0	0	NA	0	0	0.125	0.5	0.375	"0"	"BDM"
818163	8181631	2014	0.25	0.25	0.125	0.125	0.25	0	0	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
818203	8182031	2014	0.125	0.375	0.25	0	0	0	0	0.25	0	0	0	NA	0	0.125	0.375	0.5	0	"0"	"BDM"
824187	8241871	2014	0.125	0.375	0.25	0.125	0.125	0	0	0	0	0	0	NA	0.125	0.375	0.25	0.25	0	"0"	"BDM"
692139	6921391	2014	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
764147	7641471	2014	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
560187	5601872	2015	0	0	0	0	0	0.25	0.375	0	0.375	0	0	NA	0.375	0.625	0	0	0	"0"	"BDM"
608219	6082192	2015	0	0	0.125	0.125	0.125	0	0.25	0.125	0.25	0	0	NA	0.125	0.75	0.125	0	0	"0"	"BDM"
608259	6082592	2015	0	0.125	0.125	0.125	0	0.125	0.375	0	0	0	0.125	NA	0.375	0.25	0.375	0	0	"0"	"BDM"
626251	6262512	2015	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	NA	0.125	0.25	0.375	0.25	0	"0"	"BDM"
632235	6322352	2015	0	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	NA	0.375	0.5	0.125	0	0	"0"	"BDM"
644243	6442432	2015	0	0	0.375	0.25	0	0.125	0.25	0	0	0	0	NA	0	0.75	0.25	0	0	"0"	"BDM"
650227	6502272	2015	0	0	0	0	0	0.5	0.5	0	0	0	0	NA	1	0	0	0	0	"0"	"BDM"
650267	6502672	2015	0	0.25	0.25	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
656251	6562512	2015	0.125	0.25	0.125	0.125	0	0.125	0.25	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
662195	6621952	2015	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
668219	6682192	2015	0	0	0.25	0.125	0	0.125	0.25	0	0	0.25	0	NA	0.5	0.5	0	0	0	"0"	"BDM"
668259	6682592	2015	0	0.25	0.25	0.125	0	0.125	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
674203	6742032	2015	0.125	0.25	0.25	0.25	0	0.125	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
674243	6742432	2015	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
686211	6862112	2015	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	NA	0.125	0.375	0.375	0.125	0	"0"	"BDM"
692235	6922352	2015	0.125	0.25	0.125	0.25	0.125	0	0.125	0	0	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
692275	6922752	2015	0	0	0	0.25	0.125	0.125	0.125	0	0.125	0.125	0.125	NA	0	0.25	0.75	0	0	"0"	"BDM"
698259	6982592	2015	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
704243	7042432	2015	0	0.25	0.25	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.125	0.375	0.375	0.125	0	"0"	"BDM"
710227	7102272	2015	0	0.25	0.25	0	0	0	0	0.25	0.125	0	0.125	NA	0	0.5	0.5	0	0	"0"	"BDM"
710267	7102672	2015	0	0.125	0.25	0.25	0.125	0	0.125	0.125	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
722115	7221152	2015	0	0.25	0.25	0.125	0.125	0	0.25	0	0	0	0	NA	0	0	1	0	0	"0"	"BDM"
728259	7282592	2015	0	0	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
740267	7402672	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
758259	7582592	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
542155	5421552	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
548219	5482192	2015	0.125	0	0.25	0.125	0	0	0.25	0.25	0	0	0	NA	0.125	0.125	0.625	0.125	0	"0"	"BDM"
554163	5541632	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.125	0.25	0.625	0	0	"0"	"BDM"
566131	5661312	2015	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0.125	0.125	0.5	0.25	0	"0"	"BDM"
566171	5661712	2015	0	0.125	0.125	0	0	0.125	0.25	0	0.25	0.125	0	NA	0	0.75	0.25	0	0	"0"	"BDM"
572155	5721552	2015	0.125	0.25	0.25	0.125	0	0	0.125	0.125	0	0	0	NA	0	0.125	0.75	0.125	0	"0"	"BDM"
578179	5781792	2015	0.25	0.125	0.125	0	0.125	0.125	0.25	0	0	0	0	NA	0.375	0.25	0.375	0	0	"0"	"BDM"
602195	6021952	2015	0	0.125	0.25	0.125	0	0	0.125	0.125	0	0	0.25	NA	0	0.25	0.75	0	0	"0"	"BDM"
608179	6081792	2015	0	0	0.25	0.125	0.125	0.125	0.25	0.125	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
614203	6142032	2015	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0	0.625	0.25	0	"0"	"BDM"
614243	6142432	2015	0	0.25	0.125	0.125	0.125	0	0.375	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
620187	6201872	2015	0	0	0.375	0.125	0.125	0.125	0.25	0	0	0	0	NA	0.375	0.5	0.125	0	0	"0"	"BDM"
626211	6262112	2015	0	0	0.25	0.25	0.125	0.125	0.25	0	0	0	0	NA	0	0.625	0.375	0	0	"0"	"BDM"
632195	6321952	2015	0	0.25	0.25	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
638219	6382192	2015	0.125	0	0.125	0.125	0.125	0.125	0.25	0	0	0.125	0	NA	0.125	0.25	0.625	0	0	"0"	"BDM"
644163	6441632	2015	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0.5	0.375	0.125	0	"0"	"BDM"
644203	6442032	2015	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
698219	6982192	2015	0	0	0.125	0.125	0.125	0.125	0.125	0.125	0.25	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
716131	7161312	2015	0.25	0.25	0.25	0.125	0.125	0	0	0	0	0	0	NA	0.25	0	0.375	0.375	0	"0"	"BDM"
716251	7162512	2015	0.125	0.125	0.25	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
722235	7222352	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.125	0.25	0.625	0	0	"0"	"BDM"
728219	7282192	2015	0.125	0.25	0.25	0.25	0	0	0.125	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
734243	7342432	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.625	0.375	0	0	"0"	"BDM"
746251	7462512	2015	0	0.25	0.25	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.625	0.375	0	0	"0"	"BDM"
560147	5601472	2015	0.125	0.125	0.25	0.125	0	0	0.125	0.25	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
578139	5781392	2015	0.125	0.25	0.25	0.125	0	0	0.125	0.125	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
584123	5841232	2015	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.125	0.125	0.125	0.625	0	"0"	"BDM"
590147	5901472	2015	0	0.25	0.25	0.25	0	0.125	0.125	0	0	0	0	NA	0.125	0.25	0.375	0.25	0	"0"	"BDM"
596171	5961712	2015	0	0.25	0.25	0.125	0	0	0.25	0.125	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
602155	6021552	2015	0	0.25	0.25	0.25	0	0	0.25	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
650187	6501872	2015	0.125	0.25	0	0.125	0.125	0	0.125	0	0.25	0	0	NA	0.75	0.25	0	0	0	"0"	"BDM"
656171	6561712	2015	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.125	0.375	0.5	0	"0"	"BDM"
692115	6921152	2015	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
692155	6921552	2015	0.125	0.25	0.25	0	0.125	0	0.25	0	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
716171	7161712	2015	0.25	0.25	0.25	0.125	0.125	0	0	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
728179	7281792	2015	0	0.375	0.25	0.25	0.125	0	0	0	0	0	0	NA	0.125	0.25	0.375	0.25	0	"0"	"BDM"
746211	7462112	2015	0.125	0.25	0.25	0.125	0.125	0.125	0	0	0	0	0	NA	0.25	0.125	0.375	0.25	0	"0"	"BDM"
764163	7641632	2015	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
770187	7701872	2015	0.125	0.375	0.25	0.125	0.125	0	0	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
782195	7821952	2015	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
638179	6381792	2015	0.125	0.125	0.25	0.125	0.125	0	0.25	0	0	0	0	NA	0.625	0.125	0.25	0	0	"0"	"BDM"
692195	6921952	2015	0.25	0.25	0.25	0.125	0	0	0	0.125	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
710107	7101072	2015	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
710147	7101472	2015	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
722195	7221952	2015	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
746171	7461712	2015	0.125	0.125	0.125	0.25	0	0.125	0.25	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
752155	7521552	2015	0.25	0.375	0.25	0	0	0.125	0	0	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
806131	8061312	2015	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
818179	8181792	2015	0.125	0.375	0.375	0.125	0	0	0	0	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
590107	5901072	2015	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
608099	6080992	2015	0.125	0.25	0.25	0.125	0.125	NA	NA	NA	NA	NA	NA	"substrate area= 0.875"	NA	0.125	0.375	0.375	NA	"flow area= 0.875"	"BDM"
626131	6261312	2015	0.125	0.25	0.25	0	0	0	0.25	0.125	0	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
632155	6321552	2015	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
650107	6501072	2015	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
656131	6561312	2015	0.25	0.25	0.25	0	0	0.125	0	0.125	0	0	0	NA	0	0.375	0.25	0.375	0	"0"	"BDM"
704163	7041632	2015	0.25	0.25	0.5	0	0	0	0	0	0	0	0	NA	0	0	0.375	0.375	0.25	"0"	"BDM"
722155	7221552	2015	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
758139	7581392	2015	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
770147	7701472	2015	0.125	0.375	0.25	0.125	0	0	0	0.125	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
776171	7761712	2015	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	NA	0	0	0.25	0.5	0.25	"0"	"BDM"
782155	7821552	2015	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
788179	7881792	2015	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	NA	0	0	0.25	0.5	0.25	"0"	"BDM"
794163	7941632	2015	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
824203	8242032	2015	0.25	0.375	0.25	0	0	0	0.125	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
710131	7101311	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BDM"
668179	6681792	2017	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
680147	6801472	2016	0.25	0	0.375	0	0	0	0	0.375	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
686251	6862512	2016	0	0.25	0.125	0.125	0	0.125	0	0	0.25	0	0.125	NA	0	0	1	0	0	"0"	"BDM"
