"aIdstao"	"aIdbeob"	"Jahr"	"natural_artifical_surfaces"	"mobile_blocks"	"coarse_inorganic_sediments"	"gravel"	"sand_silt"	"fine_sediments"	"coarse_organic_matter"	"covclass_mobile_blocks"	"covclass_moss"	"covclass_hydrophytes"	"covclass_coarse_organic_matter"	"covclass_coarse_inorganic_sediments"	"covclass_gravel"	"covclass_helophytes"	"covclass_fine_sediments"	"covclass_sand_silt"	"covclass_natural_artifical_surfaces"	"covclass_algae_clay"	"normcov_mobile_blocks"	"normcov_moss"	"normcov_hydrophytes"	"normcov_coarse_organic_matter"	"normcov_coarse_inorganic_sediments"	"normcov_gravel"	"normcov_helophytes"	"normcov_fine_sediments"	"normcov_sand_silt"	"normcov_natural_artifical_surfaces"	"normcov_algae_clay"	"error"
626203	6262031	2012	0	0.125	0.25	0.25	0.125	0	0	1	1	NA	NA	4	3	NA	NA	1	NA	NA	0.0260869565217391	0.0260869565217391	0	0	0.656521739130435	0.265217391304348	0	0	0.0260869565217391	0	0	NA
626243	6262431	2012	0	0.25	0.25	0.125	0.125	0	0.25	1	NA	NA	2	4	3	NA	2	NA	NA	NA	0.024	0	0	0.064	0.604	0.244	0	0.064	0	0	0	NA
638211	6382111	2012	0	0	0.25	0.25	0	0.25	0.25	NA	NA	NA	2	4	2	NA	3	NA	NA	NA	0	0	0	0.0655737704918033	0.618852459016393	0.0655737704918033	0	0.25	0	0	0	NA
644195	6441951	2012	0.125	0.25	0.25	0.25	0	0	0	1	NA	NA	NA	2	1	NA	NA	NA	4	3	0.025	0	0	0	0.0666666666666667	0.025	0	0	0	0.629166666666667	0.254166666666667	NA
704115	7041151	2012	0	0.375	0.125	0.125	0	0	0.125	3	3	NA	2	2	3	NA	NA	NA	NA	NA	0.283720930232558	0.283720930232558	0	0.0744186046511628	0.0744186046511628	0.283720930232558	0	0	0	0	0	NA
710099	7100991	2012	0.25	0.25	0.125	NA	0.125	NA	0.125	2	NA	NA	2	3	1	NA	1	2	2	NA	0.116788321167883	0	0	0.116788321167883	0.445255474452555	0.0437956204379562	0	0.0437956204379562	0.116788321167883	0.116788321167883	0	"substrate area= 0.875"
710219	7102191	2012	0	0.25	0.375	0.125	0	0.125	0	3	2	NA	1	4	2	NA	1	NA	NA	NA	0.23828125	0.0625	0	0.0234375	0.58984375	0.0625	0	0.0234375	0	0	0	NA
716083	7160831	2012	0	0	0.5	0	0	0	0.5	1	NA	NA	3	4	NA	NA	NA	NA	NA	NA	0.0275229357798165	0	0	0.279816513761468	0.692660550458716	0	0	0	0	0	0	NA
716243	7162431	2012	0.125	0.25	0.25	0.125	0	0	0.25	1	NA	NA	1	3	1	NA	NA	NA	4	NA	0.0260869565217391	0	0	0.0260869565217391	0.265217391304348	0.0260869565217391	0	0	0	0.656521739130435	0	NA
740259	7402591	2012	0	0	0.25	0.25	0.25	0	0.25	NA	NA	NA	3	1	2	NA	NA	4	NA	NA	0	0	0	0.260683760683761	0.0256410256410256	0.0683760683760684	0	0	0.645299145299145	0	0	NA
746243	7462431	2012	0.125	0.25	0.25	0.125	0.125	0	0	3	NA	NA	NA	4	2	NA	NA	1	2	1	0.23828125	0	0	0	0.58984375	0.0625	0	0	0.0234375	0.0625	0.0234375	NA
758251	7582511	2012	0.125	0.25	0.125	0.125	0.125	0	0.25	2	NA	NA	2	3	1	NA	NA	1	3	NA	0.0963855421686747	0	0	0.0963855421686747	0.367469879518072	0.036144578313253	0	0	0.036144578313253	0.367469879518072	0	NA
578131	5781311	2012	0.125	0.25	0.25	0.125	0.125	0	0.125	3	NA	NA	NA	3	2	NA	NA	2	4	NA	0.2	0	0	0	0.2	0.0524590163934426	0	0	0.0524590163934426	0.495081967213115	0	NA
632187	6321871	2012	0	0	0.375	0.25	0.25	0.125	0	NA	NA	NA	NA	4	1	NA	1	NA	2	NA	0	0	0	0	0.843575418994413	0.0335195530726257	0	0.0335195530726257	0	0.0893854748603352	0	NA
656203	6562031	2012	0.125	0.125	0.125	0.125	0.125	0	0.125	3	1	NA	3	3	1	NA	NA	2	2	1	0.261802575107296	0.0257510729613734	0	0.261802575107296	0.261802575107296	0.0257510729613734	0	0	0.0686695278969957	0.0686695278969957	0.0257510729613734	NA
674195	6741951	2012	0.125	0.25	0.25	0.125	0	0	0.25	2	NA	NA	2	4	1	NA	NA	NA	3	NA	0.064	0	0	0.064	0.604	0.024	0	0	0	0.244	0	NA
716123	7161231	2012	0.25	0.25	0.25	0.25	0	0	0	4	NA	NA	NA	3	1	NA	NA	NA	4	NA	0.409214092140921	0	0	0	0.165311653116531	0.016260162601626	0	0	0	0.409214092140921	0	NA
722107	7221071	2012	0	0.125	0.125	0.25	0	0	0.25	2	2	NA	2	2	3	NA	NA	NA	NA	NA	0.128	0.128	0	0.128	0.128	0.488	0	0	0	0	0	NA
764195	7641951	2012	0.25	0.25	0.25	0	0	0	0.125	1	1	NA	1	1	NA	NA	NA	NA	1	NA	0.2	0.2	0	0.2	0.2	0	0	0	0	0.2	0	NA
554115	5541151	2012	0.125	0.25	0.25	0.125	0	0	0.25	3	NA	NA	1	3	1	NA	NA	NA	3	NA	0.312820512820513	0	0	0.0307692307692308	0.312820512820513	0.0307692307692308	0	0	0	0.312820512820513	0	NA
578091	5780911	2012	0.125	0.25	0.125	0.125	0.125	0	0.25	4	NA	NA	1	3	1	NA	NA	2	2	NA	0.58984375	0	0	0.0234375	0.23828125	0.0234375	0	0	0.0625	0.0625	0	NA
584155	5841551	2012	0	0.25	0.25	0.25	0	0	0.25	2	NA	NA	2	3	4	NA	NA	NA	NA	NA	0.0655737704918033	0	0	0.0655737704918033	0.25	0.618852459016393	0	0	0	0	0	NA
590139	5901391	2012	0.125	0.25	0.25	0.125	0	0	0.25	3	NA	NA	2	4	3	NA	NA	NA	1	NA	0.206779661016949	0	0	0.0542372881355932	0.511864406779661	0.206779661016949	0	0	0	0.0203389830508475	0	NA
602107	6021071	2012	0.125	0.375	0.25	0.125	0.125	0	0	3	NA	NA	NA	3	3	NA	NA	2	4	NA	0.174285714285714	0	0	0	0.174285714285714	0.174285714285714	0	0	0.0457142857142857	0.431428571428571	0	NA
608171	6081711	2012	0.125	0.25	0.125	0.125	0.125	0	0	1	1	NA	NA	4	1	NA	NA	1	3	NA	0.0254237288135593	0.0254237288135593	0	0	0.639830508474576	0.0254237288135593	0	0	0.0254237288135593	0.258474576271186	0	NA
626123	6261231	2012	0.125	0.25	0.25	0.125	0.125	0	0.125	3	NA	NA	NA	3	NA	NA	NA	1	4	NA	0.218637992831541	0	0	0	0.218637992831541	0	0	0	0.021505376344086	0.541218637992832	0	NA
626163	6261631	2012	0.25	0.25	0.25	0	0	0	0.25	2	NA	NA	1	3	NA	NA	NA	NA	3	NA	0.111111111111111	0	0	0.0416666666666667	0.423611111111111	0	0	0	0	0.423611111111111	0	NA
638131	6381311	2012	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	NA	2	1	NA	NA	1	3	NA	0.406666666666667	0	0	0	0.106666666666667	0.04	0	0	0.04	0.406666666666667	0	NA
686163	6861631	2012	0.25	0.25	0.25	0	0.25	0	0	3	NA	NA	NA	3	NA	NA	NA	1	2	NA	0.423611111111111	0	0	0	0.423611111111111	0	0	0	0.0416666666666667	0.111111111111111	0	NA
698211	6982111	2012	0.125	0.125	0.25	0.25	0	0	0.25	1	NA	NA	1	4	1	NA	NA	NA	2	NA	0.0324324324324324	0	0	0.0324324324324324	0.816216216216216	0.0324324324324324	0	0	0	0.0864864864864865	0	NA
704195	7041951	2012	0.25	0.25	0.25	0.25	0	0	0	1	NA	NA	NA	3	2	NA	NA	NA	4	NA	0.0256410256410256	0	0	0	0.260683760683761	0.0683760683760684	0	0	0	0.645299145299145	0	NA
710179	7101791	2012	0.25	0.375	0.375	0	0	0	0	4	NA	NA	NA	3	NA	NA	NA	NA	3	NA	0.553113553113553	0	0	0	0.223443223443223	0	0	0	0	0.223443223443223	0	NA
722147	7221471	2012	0.25	0.375	0.375	0	0	0	0	1	NA	NA	NA	1	NA	NA	NA	NA	4	NA	0.0368098159509202	0	0	0	0.0368098159509202	0	0	0	0	0.926380368098159	0	NA
770139	7701391	2012	0.25	0.5	0	0.25	0	0	0	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	0.5	0	0	0	0	0.5	0	0	0	0	0	NA
776203	7762031	2012	0.125	0.25	0.25	0	0	0	0.25	3	1	NA	1	3	NA	NA	NA	NA	2	NA	0.406666666666667	0.04	0	0.04	0.406666666666667	0	0	0	0	0.106666666666667	0	NA
590099	5900991	2012	0.125	0.25	0.25	0.125	0	0	0	2	2	NA	NA	2	2	NA	NA	NA	4	NA	0.0744186046511628	0.0744186046511628	0	0	0.0744186046511628	0.0744186046511628	0	0	0	0.702325581395349	0	NA
644115	6441151	2012	0.25	0.25	0.25	0	0.25	0	0	3	NA	NA	NA	2	NA	NA	NA	1	3	NA	0.423611111111111	0	0	0	0.111111111111111	0	0	0	0.0416666666666667	0.423611111111111	0	NA
650139	6501391	2012	0.125	0.25	0	0.125	0	0	0.25	2	3	NA	1	NA	2	NA	NA	NA	3	NA	0.1	0.38125	0	0.0375	0	0.1	0	0	0	0.38125	0	NA
674155	6741551	2012	0.25	0.375	0.375	0	0	0	0	3	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.442028985507246	0	0	0	0.115942028985507	0	0	0	0	0.442028985507246	0	NA
680139	6801391	2012	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	3	1	NA	NA	NA	3	NA	0.322751322751323	0	0	0	0.322751322751323	0.0317460317460318	0	0	0	0.322751322751323	0	NA
680179	6801791	2012	0.25	0.25	0.25	0.25	0	0	0	1	NA	NA	NA	3	1	NA	NA	NA	4	NA	0.0267857142857143	0	0	0	0.272321428571429	0.0267857142857143	0	0	0	0.674107142857143	0	NA
686123	6861231	2012	0.25	0.375	0.375	0	0	0	0	3	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.442028985507246	0	0	0	0.115942028985507	0	0	0	0	0.442028985507246	0	NA
716163	7161631	2012	0	0.25	0.25	0.125	0.125	0	0	1	NA	NA	NA	3	4	NA	NA	3	NA	NA	0.021505376344086	0	0	0	0.218637992831541	0.541218637992832	0	0	0.218637992831541	0	0	NA
722187	7221871	2012	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	3	2	NA	NA	NA	2	NA	0.396103896103896	0	0	0	0.396103896103896	0.103896103896104	0	0	0	0.103896103896104	0	NA
734155	7341551	2012	0.25	0.25	0.25	0.125	0	0	0	4	1	NA	NA	3	1	NA	NA	NA	3	NA	0.529824561403509	0.0210526315789474	0	0	0.214035087719298	0.0210526315789474	0	0	0	0.214035087719298	0	NA
746163	7461631	2012	0.125	0.25	0.25	0	0	0	0	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	0	NA
746203	7462031	2012	0.25	0.25	0.25	0.25	0	0	0	4	NA	NA	NA	3	2	NA	NA	NA	1	NA	0.645299145299145	0	0	0	0.260683760683761	0.0683760683760684	0	0	0	0.0256410256410256	0	NA
770179	7701791	2012	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	NA	4	NA	NA	NA	NA	1	NA	0.279816513761468	0	0	0	0.692660550458716	0	0	0	0	0.0275229357798165	0	NA
782147	7821471	2012	0.375	0.375	0.25	0	0	0	0	4	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.662280701754386	0	0	0	0.0701754385964912	0	0	0	0	0.267543859649123	0	NA
782187	7821871	2012	0.25	0.25	0.25	0.25	0	0	0	4	NA	NA	NA	3	1	NA	NA	NA	3	NA	0.541218637992832	0	0	0	0.218637992831541	0.021505376344086	0	0	0	0.218637992831541	0	NA
788171	7881711	2012	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	3	1	NA	NA	NA	3	NA	0.322751322751323	0	0	0	0.322751322751323	0.0317460317460318	0	0	0	0.322751322751323	0	NA
800139	8001391	2012	0	0.375	0.25	0	0	0	0	4	3	NA	NA	2	NA	NA	NA	NA	NA	NA	0.662280701754386	0.267543859649123	0	0	0.0701754385964912	0	0	0	0	0	0	NA
800179	8001791	2012	0.25	0.25	0.25	0	0	0	0	3	1	NA	NA	1	NA	NA	NA	NA	4	NA	0.272321428571429	0.0267857142857143	0	0	0.0267857142857143	0	0	0	0	0.674107142857143	0	NA
818171	8181711	2012	0.5	0.125	0.125	0.25	0	0	0	2	NA	NA	NA	2	2	NA	NA	NA	4	NA	0.0804020100502513	0	0	0	0.0804020100502513	0.0804020100502513	0	0	0	0.758793969849246	0	NA
824195	8241951	2012	0.125	0.625	0.25	0	0	0	0	4	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.662280701754386	0	0	0	0.0701754385964912	0	0	0	0	0.267543859649123	0	NA
506139	5061391	2013	0.125	0.25	0.25	0.125	0.125	0	0.125	3	NA	NA	NA	3	3	NA	NA	2	3	NA	0.234615384615385	0	0	0	0.234615384615385	0.234615384615385	0	0	0.0615384615384615	0.234615384615385	0	NA
518147	5181471	2013	0.125	0.25	0.25	0.125	0.125	0	0.125	1	NA	NA	1	4	3	NA	NA	43	1	NA	0.0260869565217391	0	0	0.0260869565217391	0.656521739130435	0.265217391304348	0	0	0	0.0260869565217391	0	NA
530155	5301551	2013	0	0.125	0.25	0.125	0.125	0.125	0.25	1	NA	NA	2	4	2	NA	1	3	NA	NA	0.0234375	0	0	0.0625	0.58984375	0.0625	0	0.0234375	0.23828125	0	0	NA
524171	5241711	2013	0	0.25	0.125	0.125	0.125	0	0.125	2	2	NA	1	3	2	NA	NA	2	2	NA	0.108843537414966	0.108843537414966	0	0.0408163265306122	0.414965986394558	0.108843537414966	0	0	0.108843537414966	0.108843537414966	0	NA
536179	5361791	2013	0.25	0	0	0	0.25	0.25	0.25	NA	NA	NA	1	NA	NA	NA	3	3	4	NA	0	0	0	0.021505376344086	0	0	0	0.218637992831541	0.218637992831541	0.541218637992832	0	NA
548147	5481471	2013	0.125	0.125	0.125	0.125	0.125	0.125	0.125	4	2	NA	2	2	1	NA	2	1	3	NA	0.524305555555556	0.0555555555555556	0	0.0555555555555556	0.0555555555555556	0.0208333333333333	0	0.0555555555555556	0.0208333333333333	0.211805555555556	0	NA
554131	5541311	2013	0.125	0.25	0.125	0.125	0.125	0	0.125	3	1	NA	1	3	2	NA	NA	1	3	NA	0.28110599078341	0.0276497695852535	0	0.0276497695852535	0.28110599078341	0.0737327188940092	0	0	0.0276497695852535	0.28110599078341	0	NA
554171	5541711	2013	0.125	0.25	0.125	0	0.125	0	0.125	3	2	1	1	2	NA	NA	NA	1	3	NA	0.354651162790698	0.0930232558139535	0.0348837209302326	0.0348837209302326	0.0930232558139535	0	0	0	0.0348837209302326	0.354651162790698	0	NA
560155	5601551	2013	0	0	0.25	0.25	0.125	0	0.25	NA	NA	NA	3	4	2	NA	NA	1	NA	NA	0	0	0	0.260683760683761	0.645299145299145	0.0683760683760684	0	0	0.0256410256410256	0	0	NA
566139	5661391	2013	0.125	0.25	0.125	0.125	0.125	0	0.125	2	1	NA	1	4	2	NA	NA	1	2	NA	0.0737327188940092	0.0276497695852535	0	0.0276497695852535	0.695852534562212	0.0737327188940092	0	0	0.0276497695852535	0.0737327188940092	0	NA
566179	5661791	2013	0	0.25	0.125	0.125	0.125	0.125	0.25	1	NA	NA	2	3	3	NA	1	2	NA	NA	0.036144578313253	0	0	0.0963855421686747	0.367469879518072	0.367469879518072	0	0.036144578313253	0.0963855421686747	0	0	NA
566219	5662191	2013	0	0	0.25	0.25	0	0.125	0.25	NA	NA	NA	4	3	2	2	1	NA	NA	NA	0	0	0	0.604	0.244	0.064	0.064	0.024	0	0	0	NA
572083	5720831	2013	0	0.25	0.125	0.125	0	0	0.25	2	3	NA	1	3	1	NA	NA	NA	NA	NA	0.106666666666667	0.406666666666667	0	0.04	0.406666666666667	0.04	0	0	0	0	0	NA
572163	5721631	2013	0	0.125	0.125	0.125	0.125	0.125	0.125	1	1	1	2	2	3	0	1	2	0	0	0.0451127819548872	0.0451127819548872	0.0451127819548872	0.120300751879699	0.120300751879699	0.458646616541353	0	0.0451127819548872	0.120300751879699	0	0	NA
578147	5781471	2013	0.125	0.25	0.125	0.125	0.125	0.125	0.125	2	NA	NA	2	2	3	NA	1	3	2	NA	0.0833333333333333	0	0	0.0833333333333333	0.0833333333333333	0.317708333333333	0	0.03125	0.317708333333333	0.0833333333333333	0	NA
578227	5782271	2013	0.125	0	0.25	0.25	0	0	0.25	NA	NA	NA	3	3	3	NA	NA	NA	2	4	0	0	0	0.174285714285714	0.174285714285714	0.174285714285714	0	0	0	0.0457142857142857	0.431428571428571	NA
584091	5840911	2013	0.125	0.25	0.125	0.125	0.125	0	0.25	3	NA	NA	1	2	1	NA	NA	1	4	NA	0.247967479674797	0	0	0.024390243902439	0.0650406504065041	0.024390243902439	0	0	0.024390243902439	0.613821138211382	0	NA
584171	5841711	2013	0.125	0	0.25	0.25	0.125	0	0.25	NA	NA	NA	1	3	3	NA	NA	3	3	NA	0	0	0	0.024	0.244	0.244	0	0	0.244	0.244	0	NA
584251	5842511	2013	0.125	0.25	0.375	0.25	0	0	0	3	NA	NA	NA	3	3	NA	NA	NA	2	NA	0.306532663316583	0	0	0	0.306532663316583	0.306532663316583	0	0	0	0.0804020100502513	0	NA
590115	5901151	2013	0.125	0.25	0.25	0.125	0.125	0	0.125	3	NA	NA	1	3	2	NA	NA	1	4	NA	0.20265780730897	0	0	0.0199335548172757	0.20265780730897	0.053156146179402	0	0	0.0199335548172757	0.501661129568106	0	NA
590155	5901551	2013	0.125	0.25	0.125	0.125	0.125	0	0.125	2	1	0	1	3	2	NA	NA	1	1	NA	0.136752136752137	0.0512820512820513	0	0.0512820512820513	0.521367521367521	0.136752136752137	0	0	0.0512820512820513	0.0512820512820513	0	NA
596099	5960991	2013	0.125	0.375	0.375	0.125	0	0	0	4	NA	NA	NA	3	1	NA	NA	NA	2	NA	0.645299145299145	0	0	0	0.260683760683761	0.0256410256410256	0	0	0	0.0683760683760684	0	NA
596139	5961391	2013	0	0	0.375	0.375	0	0	0	NA	NA	NA	NA	3	4	1	NA	NA	NA	NA	0	0	0	0	0.279816513761468	0.692660550458716	0.0275229357798165	0	0	0	0	NA
590195	5901951	2013	0	0	0.25	0.25	0.125	0	0.375	NA	NA	NA	3	3	1	NA	NA	3	NA	NA	0	0	0	0.322751322751323	0.322751322751323	0.0317460317460318	0	0	0.322751322751323	0	0	NA
590235	5902351	2013	0.125	0.25	0.125	0.125	0.125	0.125	0.125	3	NA	NA	1	4	2	NA	1	1	1	NA	0.242063492063492	0	0	0.0238095238095238	0.599206349206349	0.0634920634920635	0	0.0238095238095238	0.0238095238095238	0.0238095238095238	0	NA
596179	5961791	2013	0.125	0.25	0.25	0.25	0.125	0	0	1	NA	NA	NA	4	1	NA	NA	1	3	NA	0.0260869565217391	0	0	0	0.656521739130435	0.0260869565217391	0	0	0.0260869565217391	0.265217391304348	0	NA
602123	6021231	2013	0.125	0	0.25	0	0	0.125	0.125	NA	NA	1	1	3	NA	NA	4	NA	1	4	0	0	0.015748031496063	0.015748031496063	0.16010498687664	0	0	0.396325459317585	0	0.015748031496063	0.396325459317585	NA
602147	6021471	2013	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	3	1	NA	NA	NA	3	NA	0.322751322751323	0	0	0	0.322751322751323	0.0317460317460318	0	0	0	0.322751322751323	0	NA
602203	6022031	2013	0	0	0	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA	NA	4	NA	0	0.0382165605095541	0	0	0	0	0	0	0	0.961783439490446	0	NA
602243	6022431	2013	0.25	0.25	0.125	0.125	0	0	0	3	2	NA	NA	3	3	NA	NA	NA	2	NA	0.283720930232558	0.0744186046511628	0	0	0.283720930232558	0.283720930232558	0	0	0	0.0744186046511628	0	NA
608131	6081311	2013	0.125	0.375	0.25	0.125	0.125	0	0	3	NA	NA	NA	3	2	NA	NA	1	4	NA	0.206779661016949	0	0	0	0.206779661016949	0.0542372881355932	0	0	0.0203389830508475	0.511864406779661	0	NA
608147	6081471	2013	0.25	0.25	0.25	0.25	0	0	0	2	NA	NA	NA	4	1	NA	NA	NA	3	NA	0.0683760683760684	0	0	0	0.645299145299145	0.0256410256410256	0	0	0	0.260683760683761	0	NA
608227	6082271	2013	0	0	0	0	0	0.25	0.5	NA	NA	NA	4	NA	NA	3	3	NA	NA	NA	0	0	0	0.553113553113553	0	0	0.223443223443223	0.223443223443223	0	0	0	NA
608267	6082671	2013	0.125	0	0	0.25	0.125	0.125	0.375	NA	NA	NA	2	NA	4	NA	2	3	NA	NA	0	0	0	0.0655737704918033	0	0.618852459016393	0	0.0655737704918033	0.25	0	0	NA
614131	6141311	2013	0.125	0.25	0.25	0.125	0.125	0	0.125	4	NA	NA	1	3	3	NA	NA	1	2	NA	0.501661129568106	0	0	0.0199335548172757	0.20265780730897	0.20265780730897	0	0	0.0199335548172757	0.053156146179402	0	NA
614171	6141711	2013	0.125	0.25	0.25	0.25	0.125	0	0	1	NA	NA	NA	4	1	NA	NA	1	1	NA	0.0342857142857143	0	0	0	0.862857142857143	0.0342857142857143	0	0	0.0342857142857143	0.0342857142857143	0	NA
614211	6142111	2013	0.375	0.25	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
620115	6201151	2013	0.125	0.25	0.125	0.125	0.125	0	0	3	1	NA	NA	4	3	NA	NA	2	3	1	0.168508287292818	0.0165745856353591	0	0	0.417127071823204	0.168508287292818	0	0	0.0441988950276243	0.168508287292818	0.0165745856353591	NA
620195	6201951	2013	0	0	0.25	0.25	0.25	0	0.25	NA	NA	NA	1	2	4	NA	NA	3	NA	NA	0	0	0	0.0256410256410256	0.0683760683760684	0.645299145299145	0	0	0.260683760683761	0	0	NA
620235	6202351	2013	0.25	0	0.125	0	0.125	0	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
626139	6261391	2013	0	0.25	0.25	0.25	0.25	0	0	4	NA	NA	NA	3	3	NA	NA	2	NA	NA	0.522491349480969	0	0	0	0.211072664359862	0.211072664359862	0	0	0.055363321799308	0	0	NA
626179	6261791	2013	0.125	0.25	0.25	0.125	0	0	0.25	1	NA	NA	1	4	1	NA	NA	NA	3	NA	0.0260869565217391	0	0	0.0260869565217391	0.656521739130435	0.0260869565217391	0	0	0	0.265217391304348	0	NA
626219	6262191	2013	0	0.375	0.25	0.125	0	0	0	3	2	NA	NA	4	2	NA	NA	NA	NA	NA	0.25	0.0655737704918033	0	0	0.618852459016393	0.0655737704918033	0	0	0	0	0	NA
632123	6321231	2013	0.125	0.25	0.125	0.125	0	0.125	0.25	3	2	NA	1	4	3	NA	NA	NA	2	3	0.163978494623656	0.043010752688172	0	0.0161290322580645	0.405913978494624	0.163978494623656	0	0	0	0.043010752688172	0.163978494623656	NA
632203	6322031	2013	0	0	0.375	0.25	0	0.25	0.125	NA	NA	NA	1	NA	4	3	NA	2	NA	NA	0	0	0	0.0256410256410256	0	0.645299145299145	0.260683760683761	0	0.0683760683760684	0	0	NA
638107	6381071	2013	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	NA	4	2	NA	NA	2	3	NA	0.2	0	0	0	0.495081967213115	0.0524590163934426	0	0	0.0524590163934426	0.2	0	NA
638187	6381871	2013	0.125	0.25	0.125	0.125	0.125	0.125	0.125	4	NA	NA	1	2	2	NA	1	2	NA	3	0.555147058823529	0	0	0.0220588235294118	0.0588235294117647	0.0588235294117647	0	0.0220588235294118	0.0588235294117647	0	0.224264705882353	NA
644131	6441311	2013	0.5	0	0	0	0.5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	0	0	0	0	0	0	0	0	0.0382165605095541	0.961783439490446	0	NA
644171	6441711	2013	0.375	0	0.375	0	0	0	0.25	NA	NA	NA	1	3	NA	NA	NA	NA	4	NA	0	0	0	0.0275229357798165	0.279816513761468	0	0	0	0	0.692660550458716	0	NA
644211	6442111	2013	0	0	0.375	0.25	0.125	0	0.125	NA	1	NA	1	4	3	NA	NA	2	NA	NA	0	0.025	0	0.025	0.629166666666667	0.254166666666667	0	0	0.0666666666666667	0	0	NA
650115	6501151	2013	0.125	0.25	0.25	0.25	0.125	0	0	2	NA	NA	NA	1	2	NA	NA	2	4	NA	0.0780487804878049	0	0	0	0.0292682926829268	0.0780487804878049	0	0	0.0780487804878049	0.736585365853659	0	NA
650195	6501951	2013	0	0.375	0.25	0.125	0.125	0	0	3	2	NA	NA	4	2	NA	NA	2	NA	NA	0.234615384615385	0.0615384615384615	0	0	0.580769230769231	0.0615384615384615	0	0	0.0615384615384615	0	0	NA
650235	6502351	2013	0.125	0.25	0.25	0	0.125	0	0.125	2	1	NA	2	3	NA	NA	NA	3	2	NA	0.0909090909090909	0.0340909090909091	0	0.0909090909090909	0.346590909090909	0	0	0	0.346590909090909	0.0909090909090909	0	NA
656139	6561391	2013	0.125	0.25	0.25	0.125	0	0	0.25	1	NA	NA	1	4	1	NA	NA	NA	4	NA	0.01875	0	0	0.01875	0.471875	0.01875	0	0	0	0.471875	0	NA
656219	6562191	2013	0.125	0.125	0.125	0.125	0.125	0.125	0.125	1	NA	NA	2	3	2	NA	2	3	1	3	0.0246913580246914	0	0	0.0658436213991769	0.251028806584362	0.0658436213991769	0	0.0658436213991769	0.251028806584362	0.0246913580246914	0.251028806584362	NA
656259	6562591	2013	0	0	0	0	0	0.5	0.5	NA	NA	NA	3	NA	NA	NA	3	NA	NA	NA	0	0	0	0.5	0	0	0	0.5	0	0	0	NA
668147	6681471	2013	0.125	0.25	0.125	0	0	0	0.25	3	2	NA	2	3	NA	NA	NA	NA	3	NA	0.283720930232558	0.0744186046511628	0	0.0744186046511628	0.283720930232558	0	0	0	0	0.283720930232558	0	NA
668267	6682671	2013	0	0.375	0.25	0.125	0.125	0	0.125	3	NA	NA	2	3	2	NA	NA	1	NA	NA	0.38125	0	0	0.1	0.38125	0.1	0	0	0.0375	0	0	NA
680155	6801551	2013	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	NA	3	1	NA	NA	1	3	NA	0.312820512820513	0	0	0	0.312820512820513	0.0307692307692308	0	0	0.0307692307692308	0.312820512820513	0	NA
686179	6861791	2013	0.125	0.375	0.375	0	0.125	0	0	3	NA	NA	NA	3	NA	NA	NA	1	4	NA	0.218637992831541	0	0	0	0.218637992831541	0	0	0	0.021505376344086	0.541218637992832	0	NA
686219	6862191	2013	0	0	0.25	0.125	0.25	0.125	0.125	NA	2	NA	1	3	1	NA	1	1	2	NA	0	0.136752136752137	0	0.0512820512820513	0.521367521367521	0.0512820512820513	0	0.0512820512820513	0.0512820512820513	0.136752136752137	0	NA
692163	6921631	2013	0.25	0.375	0.375	0	0	0	0	4	NA	NA	NA	3	NA	NA	NA	NA	3	NA	0.553113553113553	0	0	0	0.223443223443223	0	0	0	0	0.223443223443223	0	NA
692243	6922431	2013	0.125	0.25	0.125	0.125	0	0	0.125	3	2	NA	1	4	3	NA	NA	2	3	NA	0.163978494623656	0.043010752688172	0	0.0161290322580645	0.405913978494624	0.163978494623656	0	0	0.043010752688172	0.163978494623656	0	NA
698107	6981071	2013	0.25	0.25	0.25	0.125	0	0	0	4	1	NA	NA	3	3	NA	NA	NA	2	NA	0.511864406779661	0.0203389830508475	0	0	0.206779661016949	0.206779661016949	0	0	0	0.0542372881355932	0	NA
