""	"InS_Year"	"InS_Station.nb."	"InS_SiteId"	"InS_X"	"InS_Y"	"InS_SampId"	"InS_aIdstao"	"InS_aIdbeob"	"InS_BearbeiterIn"	"InS_Aufnahmetyp"	"InS_Abschnittslaenge"	"InS_Absturze"	"InS_Absturzhoehe"	"InS_Absturzmaterial"	"InS_Absturztyp"	"InS_Aeusserer.Aspekt"	"InS_BEWALGEN"	"InS_Bauhoehe"	"InS_Baumaterial"	"InS_Bauwerke"	"InS_Bem_Abfaelle"	"InS_Bem_Bewuchs"	"InS_Bem_Eisensulfid"	"InS_Bem_Geruch"	"InS_Bem_Schaum"	"InS_Bem_Schlamm"	"InS_Bem_Trubung"	"InS_Bem_Verfaerbung"	"InS_LUFBEBEW"	"InS_RUFBEBEW"	"InS_LBUKVER"	"InS_RBUKVER"	"InS_GSBREITE"	"InS_LBUKMAT"	"InS_RBUKMAT"	"InS_EINDOL"	"InS_BEWMAKRO"	"InS_SOHLMAT"	"InS_Moose"	"InS_OEKOMKLASSE_1"	"InS_MSK_Nr"	"InS_VNATABST"	"InS_Praesenz_Abfaelle"	"InS_Praesenz_Bewuchs"	"InS_Praesenz_Eisensulfid"	"InS_Praesenz_Feststoffe"	"InS_Praesenz_Geruch"	"InS_Praesenz_Kolmation"	"InS_Praesenz_Schaum"	"InS_Praesenz_Schlamm"	"InS_Praesenz_Trubung"	"InS_Praesenz_Verfaerbung"	"InS_SOHLVER"	"InS_GSTIEFE"	"InS_TIEFENVAR"	"InS_LUFBEBRE"	"InS_RUFBEBRE"	"InS_Ursache_Bewuchs"	"InS_Ursache_Eisensulfid"	"InS_Ursache_Geruch"	"InS_Ursache_Kolmation"	"InS_Ursache_Schaum"	"InS_Ursache_Schlamm"	"InS_Ursache_Trubung"	"InS_Ursache_Verfaerbung"	"InS_BREITENVAR"	"InS_SPEAR"	"InS_dominantes_Substrat"	"InS_Substrat_0"	"InS_Substrat_1"	"InS_Substrat_2"	"InS_Substrat_3"	"InS_Substrat_4"	"InS_Substrat_5"	"InS_Substrat_6"	"InS_Substrat_7"	"InS_Substrat_8"	"InS_Substrat_9"	"InS_Substrat_10"	"InS_Teilprobe_P1"	"InS_Teilprobe_P2"	"InS_Teilprobe_P3"	"InS_Teilprobe_P4"	"InS_Teilprobe_P5"	"InS_Teilprobe_P6"	"InS_Teilprobe_P7"	"InS_Teilprobe_P8"
"379"	2013	"818187"	"CSCF_818187"	"818002"	"188000"	"CSCF_818187_2013-06-03"	818187	8181871	"Ryf Michael"	"Normalaufnahme_Z9"	50	"1"	50	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	""	"kein"	"0%"	"vereinzelte"	"kein"	"kein"	"kein"	"kein"	"leicht/mittel"	"kein"	"1"	35	"1"	16	16	""	""	""	""	""	""	"naturlich"	""	"1"	39.86	"1"	NA	3	2	NA	NA	2	3	NA	NA	NA	3	"s10v2"	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s1v4"	"s1v5"
"380"	2013	"824171"	"CSCF_824171"	"824000"	"171175"	"CSCF_824171_2013-07-28"	824171	8241711	"Tester Regula"	"Normalaufnahme_Z9"	28	"1"	12	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.8	""	""	"0"	""	""	""	"Klasse I: natuerlich oder naturnah"	0	"1"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.2	"1"	16	16	""	""	""	""	""	""	""	""	"1"	48.77	"1"	NA	1	2	NA	NA	1	3	NA	NA	1	4	"s10v4"	"s10v5"	"s10v3"	"s6v4"	"s6v5"	"s6v3"	"s2v5"	"s2v3"
"381"	2013	"830195"	"CSCF_830195"	"830000"	"195774"	"CSCF_830195_2013-06-04"	830195	8301951	"Ryf Michael"	"Normalaufnahme_Z9"	200	"1"	50	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"4"	"4"	20	"1"	"1"	"0"	""	""	""	"Klasse III: stark beeintraechtigt"	5.5	"1"	""	"mittel/viel"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	""	"kein"	"1"	1	"1"	10	10	"naturlich"	""	""	""	""	""	"naturlich"	""	"2"	57.36	""	NA	3	3	NA	NA	2	2	NA	NA	NA	3	"s10v4"	"s10v5"	"s10v3"	"s6v5"	"s6v3"	"s5v5"	"s2v3"	"s1v4"
"382"	2014	"530171"	"CSCF_530171"	"530000"	"171113"	"CSCF_530171_2014-03-06"	530171	5301711	"Knispel Sandra"	"Normalaufnahme_Z9"	16	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.6	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	NA	"1"	5	15	""	""	""	""	"unbekannt"	""	""	""	"1"	31.9	"5"	NA	NA	2	1	NA	4	1	2	NA	NA	NA	"s7v5"	"s7v3"	"s6v5"	"s6v5"	"s5v5"	"s5v3"	"s3v3"	"s2v5"
"383"	2014	"536155"	"CSCF_536155"	"535998"	"155168"	"CSCF_536155_2014-03-06"	536155	5361551	"Knispel Sandra"	"Normalaufnahme_Z9"	10	""	NA	""	"0"	0.639	"1"	NA	""	""	"Verpackungen"	""	""	""	""	""	"Baustelle"	""	"1"	"1"	"5"	"1"	1	"1"	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	4.25	"0"	"vereinzelte"	"kein"	"< 25%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"leicht/mittel"	"kein"	"1"	NA	"2"	4	15	""	"anthropogen"	""	"unbekannt"	""	""	"anthropogen"	""	"2"	16.43	"3"	NA	3	1	NA	NA	3	2	1	NA	NA	1	"s10v5"	"s10v5"	"s7v5"	"s7v3"	"s6v5"	"s5v5"	"s2v3"	"s1v5"
"384"	2014	"536195"	"CSCF_536195"	"536000"	"195388"	"CSCF_536195_2014-04-10"	536195	5361951	"Mulattieri Pascal"	"Normalaufnahme_Z9"	100	""	NA	""	"0"	0.417	"1"	NA	""	""	"Verpackungen"	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	10	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	2	"0"	"viele"	"wenig"	"< 25%"	"keine"	"kein"	"stark"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	4	3	"naturlich"	"unbekannt"	""	"naturlich"	""	""	""	""	"1"	29.38	""	NA	1	NA	3	NA	4	2	2	NA	NA	NA	"s7v3"	"s7v1"	"s6v3"	"s6v3"	"s5v3"	"s5v1"	"s3v1"	"s1v3"
"385"	2014	"542179"	"CSCF_542179"	"543000"	"179789"	"CSCF_542179_2014-03-06"	542179	5421791	"Gremaud Jerome"	"Normalaufnahme_Z9"	28.6	""	NA	""	"0"	0.5	"1"	NA	""	""	""	"Guelle"	""	""	"Abwassereinleitung"	""	"Abwassereinleitung"	""	"1"	"1"	"1"	"1"	2.8	"1"	"1"	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	2	"0"	"keine"	"mittel/viel"	"< 25%"	"keine"	"kein"	"leicht/mittel"	"wenig/mittel"	"kein"	"leicht/mittel"	"kein"	"1"	NA	"2"	15	15	"anthropogen"	"anthropogen"	""	"naturlich"	"anthropogen"	""	"anthropogen"	""	"2"	29.14	"5"	NA	2	2	2	NA	3	3	1	NA	1	1	"s10v5"	"s9v5"	"s7v5"	"s6v5"	"s5v5"	"s3v3"	"s2v3"	"s1v5"
"386"	2014	"548163"	"CSCF_548163"	"548325"	"164000"	"CSCF_548163_2014-04-02"	548163	5481631	"Knispel Sandra"	"Normalaufnahme_Z9"	47	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	4.7	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	NA	"1"	15	15	""	""	""	""	"anthropogen"	""	""	""	"1"	32.51	"6"	NA	2	2	1	NA	1	3	1	NA	NA	3	"s5v5"	"s5v3"	"s7v5"	"s6v5"	"s5v5"	"s3v1"	"s2v3"	"s1v5"
"387"	2014	"554147"	"CSCF_554147"	"554326"	"147978"	"CSCF_554147_2014-04-02"	554147	5541471	"Knispel Sandra"	"Normalaufnahme_Z9"	42	""	NA	""	"0"	0.389	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"4"	"4"	4.2	"4"	"4"	"0"	"1"	"5"	"1"	"Klasse III: stark beeintraechtigt"	7	"1"	"keine"	"kein"	"< 25%"	"keine"	"kein"	"stark"	"kein"	"wenig/mittel"	"kein"	"kein"	"4"	NA	"2"	15	15	""	"unbekannt"	""	""	""	"unbekannt"	""	""	"2"	31.49	"1"	NA	4	2	1	NA	NA	2	1	NA	NA	2	"s10v5"	"s10v3"	"s7v5"	"s7v3"	"s6v5"	"s3v3"	"s2v5"	"s1v5"
"388"	2014	"554187"	"CSCF_554187"	"554449"	"188000"	"CSCF_554187_2014-03-06"	554187	5541871	"Gremaud Jerome"	"Normalaufnahme_Z9"	18.5	""	NA	""	"0"	0.694	"2"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.85	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	3	"0"	"keine"	"wenig"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"2"	7	5	"anthropogen"	""	""	""	""	""	""	""	"2"	13.16	"1"	NA	4	3	2	NA	NA	2	3	NA	1	2	"s10v5"	"s9v5"	"s7v5"	"s7v3"	"s6v5"	"s3v3"	"s2v5"	"s1v5"
"389"	2014	"560131"	"CSCF_560131"	"560474"	"132000"	"CSCF_560131_2014-03-12"	560131	5601311	"Vuataz Laurent"	"Normalaufnahme_Z9"	50	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"2"	"2"	"6"	"6"	5	"1"	"1"	"0"	"2"	""	"1"	"Klasse III: stark beeintraechtigt"	7.75	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"leicht/mittel"	"1"	NA	"2"	16	7	""	""	""	""	""	""	""	"unbekannt"	"3"	7	""	1	1	3	1	NA	3	2	NA	3	1	1	"s10v5"	"s9v5"	"s8v5"	"s6v5"	"s5v5"	"s3v3"	"s2v5"	"s1v3"
"390"	2014	"560171"	"CSCF_560171"	"560886"	"172000"	"CSCF_560171_2014-04-14"	560171	5601711	"Vuataz Laurent"	"Normalaufnahme_Z9"	60	""	NA	""	"0"	0.694	"1"	NA	""	""	"Verpackungen"	""	""	""	""	"Andere"	""	""	"2"	"2"	"2"	"1"	6	"4"	""	"0"	"2"	"5"	"1"	"Klasse III: stark beeintraechtigt"	6	"0"	"vereinzelte"	"kein"	"< 25%"	"keine"	"kein"	"leicht/mittel"	"kein"	"viel"	"kein"	"kein"	"2"	NA	"2"	1	1	""	"unbekannt"	""	"naturlich"	""	"naturlich"	""	""	"2"	20.31	"6"	1	1	3	3	2	3	3	2	NA	1	3	"s10v3"	"s9v5"	"s7v1"	"s6v3"	"s5v3"	"s4v1"	"s3v1"	"s2v1"
"391"	2014	"566155"	"CSCF_566155"	"566000"	"155052"	"CSCF_566155_2014-05-04"	566155	5661551	"Knispel Sandra"	"Normalaufnahme_Z9"	20	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2	""	""	"0"	"1"	""	"2"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	NA	"1"	15	15	""	""	""	""	"unbekannt"	""	""	""	"1"	42.55	"1"	NA	4	NA	NA	NA	2	2	1	NA	1	3	"s10v4"	"s10v5"	"s9v5"	"s7v5"	"s6v5"	"s5v5"	"s3v3"	"s1v5"
"392"	2014	"566195"	"CSCF_566195"	"566519"	"196000"	"CSCF_566195_2014-03-07"	566195	5661951	"Menetrey Nathalie"	"Normalaufnahme_Z9"	20	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	15	15	""	""	""	""	""	""	""	""	"1"	26.9	""	NA	3	NA	2	NA	1	3	1	NA	NA	2	"s10v5"	"s10v3"	"s7v3"	"s6v5"	"s6v3"	"s5v3"	"s3v3"	"s1v5"
"393"	2014	"572099"	"CSCF_572099"	"572572"	"100018"	"CSCF_572099_2014-04-24"	572099	5720991	"Vuataz Laurent"	"Normalaufnahme_Z9"	40	""	NA	""	"0"	0.722	"1"	NA	""	""	"Verpackungen, ferraille, bouteilles verre
"	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	4	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"vereinzelte"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	15	""	""	""	""	""	""	""	""	"1"	44.61	""	NA	2	1	1	NA	2	3	2	NA	1	4	"s10v5"	"s9v5"	"s7v1"	"s6v5"	"s5v3"	"s3v3"	"s2v5"	"s1v4"
"394"	2014	"572139"	"CSCF_572139"	"572361"	"140000"	"CSCF_572139_2014-05-04"	572139	5721391	"Knispel Sandra"	"Normalaufnahme_Z9"	7	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	0.7	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"2"	15	15	""	""	""	""	""	""	""	""	"1"	38.65	"10"	NA	NA	NA	NA	NA	1	3	2	NA	NA	4	"s10v5"	"s10v3"	"s7v5"	"s7v3"	"s6v5"	"s6v3"	"s5v5"	"s5v3"
"395"	2014	"572179"	"CSCF_572179"	"572000"	"179156"	"CSCF_572179_2014-03-16"	572179	5721791	"Mulattieri Pascal"	"Normalaufnahme_Z9"	140	""	NA	""	"0"	0.639	"2"	NA	""	""	""	""	"Abwassereinleitung"	""	"Abwassereinleitung"	""	""	""	"1"	"1"	"1"	"1"	14	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"wenig"	"< 25%"	"keine"	"kein"	"leicht/mittel"	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	"anthropogen"	"anthropogen"	""	"anthropogen"	"anthropogen"	""	""	""	"1"	35.8	"1"	NA	4	NA	NA	NA	2	3	2	NA	NA	1	"s10v5"	"s10v3"	"s7v5"	"s7v3"	"s6v4"	"s6v5"	"s5v5"	"s1v5"
"396"	2014	"578163"	"CSCF_578163"	"578000"	"163587"	"CSCF_578163_2014-04-10"	578163	5781631	"Mulattieri Pascal"	"Normalaufnahme_Z9"	110	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	11	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	"naturlich"	""	""	"naturlich"	""	""	""	""	"1"	42.25	""	NA	NA	2	NA	NA	3	3	NA	NA	1	1	"s10v4"	"s10v5"	"s9v5"	"s6v5"	"s6v3"	"s5v5"	"s5v3"	"s2v3"
"397"	2014	"578203"	"CSCF_578203"	"578000"	"203201"	"CSCF_578203_2014-03-14"	578203	5782031	"Mulattieri Pascal"	"Normalaufnahme_Z9"	25	""	NA	""	"0"	0.375	"1"	NA	""	""	""	"Drainage"	"Drainage"	""	""	""	"Ackerbau"	""	"2"	"2"	"6"	"6"	2.5	"4"	"4"	"0"	"2"	""	"1"	"Klasse III: stark beeintraechtigt"	9	"0"	"keine"	"mittel/viel"	"> 25%"	"keine"	"kein"	"stark"	"kein"	"kein"	"leicht/mittel"	"kein"	"1"	NA	"2"	6	5	"anthropogen"	"naturlich"	""	""	""	""	"anthropogen"	""	"3"	5.11	"3"	NA	NA	NA	3	NA	1	3	NA	3	NA	NA	"s8v3"	"s8v3"	"s7v3"	"s6v3"	"s6v3"	"s5v3"	"s3v3"	"s3v3"
"398"	2014	"578243"	"CSCF_578243"	"578820"	"244000"	"CSCF_578243_2014-03-15"	578243	5782431	"Tester Regula"	"Normalaufnahme_Z9"	380	""	NA	""	"0"	0.444	"2"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"3"	"1"	38	"1"	""	"0"	"1"	"1"	"2"	"Klasse II: wenig beeintraechtigt"	4.25	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"stark"	"kein"	"kein"	"kein"	"kein"	"2"	NA	"1"	10	15	""	""	""	"anthropogen"	""	""	""	""	"2"	30.74	"1"	NA	NA	NA	NA	NA	3	3	NA	1	3	3	"s10v4"	"s10v5"	"s9v4"	"s9v5"	"s6v4"	"s6v5"	"s5v4"	"s5v5"
"399"	2014	"584107"	"CSCF_584107"	"584000"	"107051"	"CSCF_584107_2014-06-17"	584107	5841071	"Vuataz Laurent"	"Normalaufnahme_Z9"	5	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"2"	"2"	"1"	"1"	0.5	""	""	"0"	"1"	""	"2"	"Klasse II: wenig beeintraechtigt"	3.5	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"leicht/mittel"	"1"	NA	"2"	5	5	""	""	""	"naturlich"	""	""	""	"unbekannt"	"2"	38.14	"6"	NA	1	2	1	NA	3	3	3	NA	1	NA	"s9v4"	"s7v5"	"s7v5"	"s6v3"	"s5v3"	"s3v3"	"s2v3"	"s1v5"
"400"	2014	"584147"	"CSCF_584147"	"584000"	"147274"	"CSCF_584147_2014-04-16"	584147	5841471	"Gremaud Jerome"	"Normalaufnahme_Z9"	14.5	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.45	""	""	"0"	"1"	""	"2"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"leicht/mittel"	"kein"	"1"	NA	"2"	15	15	""	""	""	""	""	""	"naturlich"	""	"1"	45.35	"6"	NA	2	1	NA	NA	2	3	1	NA	1	3	"s10v4"	"s10v5"	"s9v4"	"s7v5"	"s6v5"	"s5v5"	"s2v5"	"s1v5"
"401"	2014	"590131"	"CSCF_590131"	"590447"	"131000"	"CSCF_590131_2014-07-27"	590131	5901311	"Conelli Alberto"	"Normalaufnahme_Z9"	50	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	36.23	"6"	NA	1	1	NA	NA	1	4	NA	NA	NA	2	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s5v3"	"s2v5"	"s1v5"
"402"	2014	"590171"	"CSCF_590171"	"590000"	"171209"	"CSCF_590171_2014-05-09"	590171	5901711	"Mulattieri Pascal"	"Normalaufnahme_Z9"	20	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	"naturlich"	""	""	""	""	""	""	""	"1"	40.54	""	NA	2	1	NA	NA	2	4	NA	NA	NA	1	"s10v4"	"s10v5"	"s6v5"	"s6v3"	"s5v5"	"s5v3"	"s2v1"	"s1v3"
"403"	2014	"590211"	"CSCF_590211"	"590000"	"211921"	"CSCF_590211_2014-03-06"	590211	5902111	"Bur Markus"	"Normalaufnahme_Z9"	6.5	""	NA	""	"0"	0.444	"1"	NA	""	""	""	""	""	""	""	""	""	""	"2"	"1"	"6"	"6"	0.65	"1"	"1"	"0"	"1"	""	"1"	"Klasse III: stark beeintraechtigt"	6	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"stark"	"kein"	"wenig/mittel"	"kein"	"kein"	"1"	NA	"2"	3	15	""	""	""	""	""	"naturlich"	""	""	"2"	11.51	"6"	NA	2	NA	NA	NA	3	3	NA	NA	NA	NA	"s6v5"	"s6v3"	"s6v1"	"s5v3"	"s5v1"	"s1v5"	"s1v3"	"s1v1"
"404"	2014	"596195"	"CSCF_596195"	"597000"	"195595"	"CSCF_596195_2014-04-01"	596195	5961951	"Bur Markus"	"Normalaufnahme_Z9"	7	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	0.7	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	4	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"2"	1	1	""	""	""	""	""	""	""	""	"2"	30.96	"6"	NA	NA	1	NA	NA	1	4	1	NA	NA	NA	"s7v3"	"s7v1"	"s6v4"	"s6v5"	"s6v3"	"s5v5"	"s5v3"	"s2v1"
"405"	2014	"596235"	"CSCF_596235"	"596304"	"236000"	"CSCF_596235_2014-03-18"	596235	5962351	"Tester Regula"	"Normalaufnahme_Z9"	5.5	""	NA	""	"0"	0.389	"1"	NA	""	""	"Verpackungen"	""	"Laubfall"	""	""	""	""	""	"1"	"1"	"1"	"1"	0.55	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	2	"1"	"vereinzelte"	"kein"	"> 25%"	"vereinzelte"	"kein"	"kein"	"kein"	"kein"	"leicht/mittel"	"kein"	"1"	NA	"1"	4	3	""	""	""	""	""	""	"anthropogen"	""	"1"	25.01	"6"	NA	NA	NA	NA	NA	3	3	2	NA	NA	2	"s10v5"	"s10v5"	"s10v3"	"s7v5"	"s6v5"	"s6v3"	"s5v5"	"s5v3"
"406"	2014	"602099"	"CSCF_602099"	"602002"	"99399"	"CSCF_602099_2014-07-28"	602099	6020991	"Conelli Alberto"	"Normalaufnahme_Z9"	6	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	0.6	""	""	"0"	"1"	""	"2"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	"unbekannt"	""	""	""	""	"1"	44.4	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"s10v4"	"s10v5"	"s9v4"	"s9v5"	"s6v4"	"s6v5"	"s5v3"	"s1v3"
"407"	2014	"602179"	"CSCF_602179"	"602811"	"180000"	"CSCF_602179_2014-04-26"	602179	6021791	"Zurwerra Andreas"	"Normalaufnahme_Z9"	35	""	NA	""	"0"	0.333	"1"	NA	""	""	""	""	""	""	""	""	""	"Farbe geloest"	"1"	"1"	"3"	"1"	3.5	"1"	"1"	"0"	"1"	""	"2"	"Klasse I: natuerlich oder naturnah"	0.25	"1"	"keine"	"wenig"	"0%"	"keine"	"kein"	"leicht/mittel"	"viel"	"kein"	"leicht/mittel"	"leicht/mittel"	"1"	NA	"1"	8	15	"unbekannt"	""	""	"unbekannt"	"unbekannt"	""	"unbekannt"	"unbekannt"	"1"	38.06	"10"	NA	NA	1	NA	NA	NA	3	1	NA	1	4	"s10v3"	"s10v1"	"s9v3"	"s7v3"	"s6v5"	"s6v3"	"s5v3"	"s2v1"
"408"	2014	"602219"	"CSCF_602219"	"602950"	"219000"	"CSCF_602219_2014-03-20"	602219	6022191	"Tester Regula"	"Normalaufnahme_Z9"	9.4	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	0.94	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"1"	NA	"2"	5	5	""	""	""	""	""	""	""	""	"1"	34.92	"2"	NA	NA	3	NA	NA	3	2	3	NA	NA	NA	"s7v5"	"s7v5"	"s6v5"	"s6v5"	"s5v5"	"s5v5"	"s2v5"	"s2v5"
"409"	2014	"608163"	"CSCF_608163"	"608000"	"163300"	"CSCF_608163_2014-04-18"	608163	6081631	"Zurwerra Andreas"	"Normalaufnahme_Z9"	80	""	NA	""	"0"	0.292	"1"	NA	""	""	"Verpackungen"	""	""	""	""	""	""	""	"1"	"3"	"4"	"5"	8	"1"	"1"	"0"	"1"	"1"	"1"	"Klasse III: stark beeintraechtigt"	6.5	"0"	"vereinzelte"	"mittel/viel"	"0%"	"vereinzelte"	"kein"	"stark"	"wenig/mittel"	"kein"	"leicht/mittel"	"leicht/mittel"	"3"	NA	"1"	8	2	"unbekannt"	""	""	""	"unbekannt"	"unbekannt"	"unbekannt"	"unbekannt"	"1"	40.37	"10"	NA	NA	1	NA	NA	2	3	1	NA	NA	4	"s10v3"	"s10v1"	"s7v3"	"s6v5"	"s6v3"	"s5v3"	"s5v1"	"s2v1"
"410"	2014	"608203"	"CSCF_608203"	"609000"	"203014"	"CSCF_608203_2014-04-01"	608203	6082031	"Bur Markus"	"Normalaufnahme_Z9"	10.5	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"6"	"6"	1.05	"1"	"1"	"0"	"1"	"5"	"1"	"Klasse III: stark beeintraechtigt"	5.5	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"2"	NA	"2"	15	15	""	""	""	""	""	""	""	""	"2"	43.45	"6"	NA	1	1	NA	NA	3	3	3	NA	NA	NA	"s7v3"	"s7v1"	"s6v3"	"s6v1"	"s5v3"	"s5v1"	"s2v1"	"s1v3"
"411"	2014	"608243"	"CSCF_608243"	"608712"	"243000"	"CSCF_608243_2014-04-04"	608243	6082431	"Tester Regula"	"Normalaufnahme_Z9"	5.5	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	0.55	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	2	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	2.5	0.3	""	""	""	""	""	""	""	""	"1"	51.81	""	NA	NA	NA	NA	NA	NA	3	2	NA	NA	3	"s10v3"	"s10v1"	"s10v1"	"s7v1"	"s6v3"	"s6v3"	"s6v1"	"s6v1"
